frame,area,cx,cy,solidity,hole_pct,closure,spine_px,shape_rate_pct,half_life,head_found,head_x,head_y,weber
122,2174,182.50,131.51,0.550,6.26,0.798,526,37.22,7,1,224.64,115.91,0.269
123,2252,185.09,131.52,0.546,5.51,0.786,537,21.68,6,1,229.16,115.14,0.255
124,2279,186.40,131.21,0.547,5.79,0.766,528,16.19,5,1,230.92,114.09,0.260
125,2293,186.43,126.96,0.542,5.76,0.789,518,7.09,4,1,230.88,109.91,0.325
126,2346,186.25,121.70,0.545,5.29,0.765,506,7.35,3,1,231.54,104.29,0.343
127,2350,186.17,116.71,0.542,6.00,0.783,546,5.23,2,1,231.55,99.24,0.352
128,2394,185.79,111.96,0.539,4.97,0.746,517,8.25,1,1,231.73,94.32,0.372
129,2468,178.09,97.20,0.514,5.39,0.476,577,65.21,1,1,229.42,89.82,0.401
130,2621,178.03,77.82,0.511,5.27,0.312,570,69.48,1,1,218.07,85.14,0.392
131,2754,189.05,64.27,0.551,4.94,0.235,597,63.41,1,1,229.87,83.26,0.393
132,2845,203.05,58.30,0.609,4.92,0.177,647,54.00,3,1,227.63,81.84,0.404
133,2707,214.24,59.92,0.671,42.45,0.567,591,41.28,2,1,230.38,82.78,0.382
134,2263,223.38,64.90,0.647,53.34,0.650,503,35.43,2,1,234.44,88.42,0.307
135,2152,231.37,73.85,0.666,44.52,0.604,480,42.49,4,1,233.57,92.71,0.338
136,2075,236.19,79.60,0.697,36.63,0.761,426,40.13,3,1,236.14,95.50,0.336
137,2142,237.05,75.34,0.700,35.57,0.779,432,17.21,2,1,236.67,90.54,0.331
138,2156,238.82,65.40,0.683,37.52,0.752,450,20.84,1,1,241.90,81.76,0.328
