frame,area,cx,cy,solidity,hole_pct,closure,spine_px,shape_rate_pct,half_life,head_found,head_x,head_y,weber
26,4656,184.08,132.50,0.555,5.35,0.765,807,3.39,77,1,250.42,109.20,0.034
27,4612,184.27,132.22,0.554,5.57,0.755,788,4.51,77,1,250.64,109.26,0.030
28,4611,183.94,132.09,0.549,5.73,0.755,794,3.39,77,1,250.25,109.24,0.034
29,4613,184.19,131.97,0.552,5.51,0.785,766,3.91,77,1,250.66,109.04,0.035
30,4617,184.26,131.85,0.553,5.33,0.768,776,3.41,77,1,250.32,109.08,0.037
31,4625,184.29,131.66,0.555,5.34,0.754,791,4.19,77,1,250.70,108.91,0.039
32,4631,184.23,131.57,0.556,5.16,0.755,760,3.82,76,1,250.93,108.85,0.040
33,4639,184.36,131.49,0.561,4.98,0.758,763,3.44,85,1,250.86,108.91,0.045
34,4666,184.47,131.26,0.561,4.86,0.750,755,3.94,84,1,250.64,108.75,0.046
35,4656,184.60,131.13,0.559,5.28,0.723,758,3.71,83,1,250.91,108.77,0.040
36,4648,184.52,130.95,0.564,5.38,0.752,747,3.92,82,1,251.10,108.74,0.040
37,4654,184.82,130.74,0.562,5.11,0.778,801,3.88,81,1,250.62,108.72,0.035
38,4642,184.64,130.47,0.558,5.23,0.751,737,4.46,80,1,250.61,108.70,0.036
39,4641,184.93,130.38,0.560,5.32,0.752,781,3.95,79,1,250.80,108.65,0.033
40,4656,184.87,130.23,0.562,5.33,0.750,782,3.78,78,1,251.14,108.79,0.032
41,4667,185.07,130.05,0.562,5.31,0.752,747,4.06,77,1,251.28,108.85,0.035
42,4686,184.86,129.86,0.566,5.36,0.561,757,4.74,76,1,251.89,108.75,0.043
43,4688,185.18,129.82,0.569,4.93,0.701,686,2.98,75,1,252.34,108.76,0.054
44,4681,185.50,129.65,0.569,5.30,0.728,742,3.79,74,1,252.46,108.76,0.052
45,4701,185.41,129.59,0.573,4.74,0.720,687,3.35,73,1,251.68,108.74,0.060
46,4688,185.94,129.40,0.569,5.01,0.733,828,7.44,71,1,251.74,108.63,0.047
47,4706,185.51,129.29,0.571,4.95,0.704,728,3.80,71,1,252.01,108.53,0.046
48,4690,186.03,129.18,0.571,5.14,0.747,769,7.14,69,1,252.55,108.32,0.033
49,4683,186.40,129.25,0.576,4.85,0.733,840,2.80,68,1,252.06,108.46,0.032
50,4672,186.06,129.18,0.572,4.99,0.722,751,3.80,67,1,252.19,108.25,0.038
51,4659,185.88,129.16,0.566,5.24,0.734,756,3.10,65,1,253.35,107.84,0.042
52,4668,186.31,129.01,0.565,5.29,0.703,771,3.19,64,1,253.39,107.87,0.040
53,4696,186.47,128.85,0.568,4.81,0.549,799,3.24,63,1,252.62,107.65,0.041
54,4696,186.44,128.93,0.570,4.77,0.511,795,2.36,62,1,252.49,107.59,0.052
55,4700,186.26,128.91,0.569,5.09,0.703,830,3.18,61,1,252.17,107.29,0.055
56,4679,186.70,128.86,0.573,5.04,0.704,761,3.13,60,1,252.25,107.33,0.052
57,4684,186.62,128.87,0.572,5.10,0.710,754,3.34,59,1,251.98,107.20,0.055
58,4655,186.44,128.96,0.570,5.37,0.690,760,3.35,58,1,252.43,107.06,0.043
59,4691,186.18,128.80,0.570,5.07,0.713,759,3.08,57,1,246.85,107.40,0.042
60,4674,186.27,128.85,0.571,5.13,0.704,739,4.00,56,1,250.90,106.95,0.036
61,4668,186.14,128.91,0.572,5.36,0.709,750,4.07,55,1,250.45,107.03,0.029
62,4681,186.02,128.81,0.572,5.23,0.704,768,3.72,54,1,249.80,106.96,0.027
63,4667,185.84,128.77,0.568,5.46,0.702,742,4.48,52,1,249.30,106.97,0.031
64,4673,185.78,128.71,0.569,5.44,0.709,817,3.37,51,1,249.40,106.90,0.029
65,4662,185.93,128.84,0.578,5.28,0.715,771,4.54,50,1,249.48,107.29,0.040
66,4658,186.09,128.74,0.576,5.39,0.497,781,4.24,49,1,247.99,107.25,0.034
67,4676,185.91,128.58,0.578,5.20,0.711,739,3.29,48,1,248.17,107.43,0.036
68,4677,185.59,128.56,0.576,5.26,0.710,751,3.22,47,1,248.10,107.36,0.039
69,4661,186.11,128.64,0.584,5.21,0.521,799,8.33,46,1,247.11,107.48,0.033
70,4668,185.62,128.59,0.579,5.25,0.500,757,2.98,44,1,247.63,107.62,0.034
71,4688,185.70,128.56,0.582,4.99,0.672,799,2.12,43,1,247.05,107.69,0.033
72,4667,185.44,128.53,0.580,5.27,0.697,820,2.93,42,1,246.27,107.92,0.033
73,4648,185.75,128.68,0.586,5.29,0.515,805,3.15,41,1,246.84,108.09,0.033
74,4661,185.54,128.59,0.585,5.39,0.710,870,2.57,40,1,246.63,108.24,0.025
75,4665,185.67,128.52,0.586,5.32,0.693,881,1.91,39,1,246.27,108.33,0.026
76,4679,185.69,128.48,0.590,5.13,0.688,831,1.61,38,1,246.22,108.41,0.030
77,4660,185.97,128.62,0.596,5.15,0.692,849,1.59,37,1,245.94,108.46,0.036
78,4689,185.83,128.47,0.593,4.82,0.498,812,1.89,36,1,246.49,108.58,0.036
79,4673,185.87,128.47,0.591,5.09,0.679,809,1.15,35,1,246.23,108.64,0.033
80,4677,185.98,128.42,0.591,5.20,0.687,816,1.65,34,1,246.60,108.55,0.031
81,4662,186.13,128.45,0.591,5.30,0.678,728,1.80,33,1,247.96,108.51,0.034
82,4660,186.16,128.39,0.595,5.32,0.686,734,1.24,32,1,248.44,108.70,0.034
83,4674,186.26,128.28,0.592,5.35,0.498,790,3.29,31,1,247.27,108.65,0.022
84,4682,186.29,128.21,0.591,5.36,0.508,772,3.07,30,1,248.54,108.53,0.026
85,4666,186.74,128.20,0.592,5.49,0.684,762,3.37,29,1,248.11,108.48,0.027
86,4676,186.80,128.11,0.590,5.37,0.497,758,3.08,28,1,249.48,108.48,0.029
87,4673,187.03,128.05,0.591,5.33,0.471,770,3.76,27,1,249.65,108.38,0.035
88,4674,187.27,128.04,0.593,5.16,0.663,809,3.68,26,1,250.00,108.38,0.035
89,4702,187.27,127.86,0.590,4.76,0.464,792,4.46,25,1,249.84,108.14,0.037
90,4673,187.29,127.82,0.587,5.11,0.468,773,4.77,24,1,250.67,107.93,0.043
91,4665,187.52,127.88,0.588,4.82,0.475,766,3.66,23,1,251.58,107.99,0.052
92,4703,188.01,127.53,0.591,4.81,0.645,813,5.32,22,1,250.49,107.62,0.037
93,4686,188.31,127.46,0.585,5.06,0.438,768,5.01,21,1,251.60,107.58,0.030
94,4679,188.46,127.20,0.583,5.30,0.662,765,4.77,19,1,252.05,107.45,0.013
95,4666,188.93,127.12,0.584,5.34,0.480,774,4.17,19,1,252.29,107.28,0.019
96,4661,189.03,126.99,0.584,5.34,0.681,790,4.22,18,1,251.81,107.32,0.005
97,4662,188.78,126.75,0.579,5.51,0.476,770,4.47,17,1,252.63,107.08,0.001
98,4638,189.24,126.77,0.584,5.30,0.479,806,4.46,16,1,252.71,107.12,0.009
99,4670,188.99,126.41,0.581,4.80,0.456,752,5.27,15,1,252.72,107.02,0.013
100,4645,188.76,126.39,0.576,5.12,0.664,766,4.22,14,1,253.32,107.00,0.012
101,4628,188.50,126.16,0.567,5.45,0.477,785,6.41,13,1,253.31,106.92,0.010
102,4615,188.13,126.12,0.562,5.68,0.688,822,6.47,13,1,253.25,106.82,0.012
103,4615,187.63,125.86,0.555,5.33,0.509,770,9.89,13,1,248.52,107.60,0.007
104,4626,187.05,125.70,0.549,4.82,0.517,810,10.71,12,1,253.16,106.85,0.004
105,4628,186.47,125.50,0.541,4.69,0.520,739,8.88,12,1,252.84,106.84,0.006
106,4626,186.03,125.36,0.539,4.93,0.716,802,9.04,12,1,241.05,108.98,0.006
107,4601,185.28,125.20,0.528,5.43,0.729,786,9.24,11,1,247.14,107.85,0.023
108,4576,184.87,125.02,0.519,5.46,0.745,798,10.04,11,1,245.86,108.44,0.019
109,4575,184.56,125.02,0.520,4.87,0.753,822,9.59,12,1,249.50,107.47,0.000
110,4586,183.78,124.94,0.511,5.10,0.755,830,10.68,11,1,251.40,107.04,0.002
111,4529,183.58,124.87,0.516,4.90,0.750,829,11.28,12,1,250.92,107.44,0.003
112,4538,182.24,124.68,0.504,5.20,0.779,829,11.65,12,1,247.42,108.35,0.007
113,4572,181.87,124.60,0.502,4.68,0.770,807,8.65,12,1,246.32,108.49,0.001
114,4540,180.98,124.25,0.498,4.82,0.756,859,12.28,12,1,247.24,108.37,0.001
115,4539,180.39,124.30,0.504,4.78,0.805,804,9.58,12,1,248.17,108.33,0.014
116,4521,179.02,123.93,0.495,5.24,0.789,785,12.58,12,1,251.25,108.08,0.015
117,4561,178.49,123.85,0.498,4.36,0.784,874,12.28,14,1,247.54,109.31,0.013
118,4541,177.67,123.58,0.495,4.89,0.804,823,10.06,13,1,247.25,109.55,0.027
119,4553,176.82,123.48,0.499,4.81,0.805,880,12.38,14,1,250.25,108.95,0.015
120,4565,176.12,123.32,0.499,4.16,0.803,815,10.83,17,1,250.38,108.99,0.006
121,4523,175.39,123.00,0.494,5.15,0.814,910,11.06,16,1,246.51,109.58,0.025
122,4563,174.72,123.00,0.498,4.12,0.794,811,11.30,20,1,251.14,109.30,0.001
123,4522,174.64,122.87,0.499,4.75,0.801,850,9.58,19,1,250.67,109.84,0.022
124,4537,174.00,122.73,0.499,4.32,0.805,848,11.07,38,1,250.78,109.90,0.010
125,4502,172.76,122.66,0.498,4.93,0.835,878,10.74,37,1,246.45,110.12,0.028
126,4521,172.19,122.48,0.499,4.14,0.799,827,11.35,36,1,250.25,109.92,0.005
127,4467,172.61,122.58,0.505,4.66,0.818,851,9.62,35,1,248.61,110.11,0.013
128,4473,171.88,122.27,0.498,4.85,0.841,873,9.46,34,1,250.68,109.98,0.021
129,4474,171.23,122.34,0.500,4.29,0.835,850,11.40,33,1,248.41,110.20,0.000
130,4479,171.03,122.06,0.500,4.42,0.830,874,9.06,32,1,250.99,109.89,0.010
131,4455,170.90,122.04,0.501,4.71,0.822,843,8.53,31,1,251.56,109.85,0.001
132,4449,170.11,121.96,0.499,4.68,0.825,791,9.01,30,1,252.11,109.95,0.004
133,4464,169.90,121.99,0.502,4.44,0.821,846,7.62,29,1,251.49,109.80,0.001
134,4426,170.47,121.94,0.505,4.54,0.826,865,10.69,28,1,251.81,109.56,0.007
135,4405,169.64,121.91,0.499,5.15,0.819,820,10.13,27,1,252.86,109.41,0.012
136,4372,169.98,121.75,0.499,5.31,0.830,824,6.97,25,1,252.73,109.29,0.012
137,4405,169.41,121.82,0.502,5.06,0.846,864,8.70,24,1,252.44,109.05,0.013
138,4395,169.59,121.88,0.505,4.91,0.829,862,6.25,23,1,252.07,108.96,0.016
139,4340,170.11,121.85,0.504,5.30,0.823,817,9.65,22,1,252.84,108.98,0.014
140,4379,168.65,121.86,0.498,5.02,0.838,809,7.31,21,1,252.21,108.52,0.008
141,4294,170.55,121.88,0.505,5.24,0.849,806,14.12,21,1,252.59,108.39,0.013
142,4372,168.93,121.85,0.500,5.42,0.855,810,12.46,19,1,253.34,108.23,0.017
143,4405,168.92,121.81,0.502,4.97,0.863,827,2.32,18,1,252.44,108.10,0.014
144,4346,170.58,121.76,0.504,5.09,0.846,841,13.25,18,1,252.43,108.08,0.011
145,4374,170.09,121.78,0.505,4.98,0.853,802,1.73,16,1,252.35,108.07,0.010
146,4382,169.83,121.83,0.504,4.88,0.858,811,1.86,15,1,252.63,108.07,0.013
147,4400,169.42,121.86,0.503,4.75,0.849,778,2.30,14,1,252.97,107.97,0.015
148,4401,169.45,121.98,0.508,4.36,0.850,789,2.40,13,1,253.27,107.68,0.015
149,4372,169.22,122.05,0.505,5.01,0.857,781,1.61,12,1,252.65,107.40,0.020
150,4407,168.94,122.07,0.506,4.52,0.847,766,2.36,11,1,253.14,107.45,0.016
151,4387,169.10,122.12,0.505,4.86,0.847,771,1.67,10,1,252.76,107.43,0.012
152,4384,168.95,122.16,0.505,4.72,0.849,760,1.65,9,1,251.92,107.35,0.011
153,4378,168.98,122.19,0.504,5.00,0.837,796,2.08,8,1,251.60,107.39,0.010
154,4362,168.87,122.20,0.503,5.32,0.834,808,2.13,7,1,252.18,107.50,0.012
155,4354,168.94,122.17,0.504,5.49,0.856,806,2.54,6,1,251.70,107.48,0.011
156,4362,169.12,122.07,0.502,5.09,0.866,815,3.03,5,1,250.81,107.60,0.011
157,4323,169.61,122.05,0.502,5.71,0.865,805,3.11,4,1,251.28,108.01,0.004
158,4316,170.25,121.98,0.503,5.89,0.836,854,7.21,4,1,250.52,107.95,0.000
159,4340,168.60,122.05,0.496,5.99,0.863,852,13.09,2,1,248.91,107.98,0.008
160,4366,168.07,122.08,0.500,5.54,0.863,837,8.20,1,1,249.91,107.98,0.007
161,4557,174.62,122.53,0.495,4.81,0.810,860,52.61,1,1,248.54,107.96,0.034
162,4584,183.12,124.77,0.535,4.62,0.710,845,50.52,5,1,245.72,108.28,0.001
163,4644,186.90,125.67,0.591,5.40,0.660,803,41.23,4,1,247.98,107.24,0.004
164,4670,185.44,128.80,0.582,5.20,0.696,833,33.44,6,1,247.08,108.35,0.031
165,4666,184.73,129.69,0.571,5.19,0.736,816,26.76,5,1,249.18,108.62,0.034
166,4664,184.51,130.99,0.565,5.27,0.570,703,24.95,4,1,250.73,108.55,0.038
167,4642,184.56,132.77,0.558,4.93,0.772,772,19.30,3,1,250.20,109.47,0.044
168,4585,183.82,133.70,0.547,5.61,0.770,810,16.27,2,1,251.03,110.06,0.035
169,4659,179.24,131.00,0.545,5.19,0.756,767,41.77,1,1,250.57,110.90,0.052
170,4739,174.48,122.28,0.532,5.02,0.492,849,53.00,1,1,238.63,111.30,0.141
171,4948,171.92,109.48,0.537,5.15,0.338,878,60.10,1,1,230.92,111.44,0.273
172,5070,181.89,98.63,0.560,4.83,0.190,848,59.71,1,1,234.11,113.66,0.321
173,5267,200.20,96.39,0.635,4.52,0.159,866,54.04,2,1,242.72,117.85,0.362
174,4358,216.83,102.58,0.602,54.54,0.562,779,46.42,2,1,242.57,126.36,0.203
175,4081,230.40,112.53,0.638,47.66,0.640,655,40.20,3,1,254.45,136.25,0.156
176,3906,239.86,123.74,0.653,40.91,0.514,561,38.12,18,1,255.69,146.72,0.122
177,3924,244.17,131.29,0.658,35.63,0.543,609,36.26,16,1,259.11,150.71,0.091
178,3896,246.18,135.86,0.658,33.80,0.549,621,26.14,13,1,261.00,153.70,0.074
179,3860,247.32,136.41,0.667,33.81,0.639,607,12.79,13,1,261.94,154.02,0.085
180,3909,247.48,136.62,0.663,33.13,0.542,662,12.16,12,1,265.09,153.64,0.111
181,3905,248.37,136.87,0.668,33.03,0.547,646,14.70,12,1,266.50,153.43,0.126
182,3869,249.30,137.23,0.674,33.45,0.604,598,15.91,11,1,271.22,152.64,0.132
183,3881,250.22,137.59,0.667,33.21,0.603,569,15.17,11,1,272.82,152.26,0.147
184,3861,251.36,138.19,0.668,33.44,0.512,602,17.58,11,1,278.01,150.99,0.151
185,3835,252.33,138.32,0.663,34.03,0.574,603,15.62,10,1,279.43,150.40,0.162
186,3860,253.51,138.62,0.666,33.08,0.595,569,16.57,10,1,281.91,149.76,0.182
187,3834,254.81,138.51,0.663,33.28,0.583,618,17.20,9,1,281.59,149.52,0.197
188,3824,256.34,138.70,0.658,33.53,0.598,590,20.07,9,1,285.55,148.26,0.214
189,3786,257.61,138.42,0.657,34.05,0.622,579,17.37,9,1,289.38,145.72,0.220
190,3767,259.07,138.46,0.648,34.38,0.557,525,17.96,9,1,288.48,145.36,0.219
191,3782,260.72,138.31,0.655,33.98,0.663,573,20.00,9,1,290.52,142.33,0.226
192,3805,262.49,138.26,0.656,33.75,0.706,570,19.74,8,1,285.86,143.43,0.239
193,3824,264.09,138.06,0.655,33.71,0.747,519,20.92,8,1,281.94,143.95,0.242
194,3846,266.15,137.78,0.660,33.07,0.733,564,19.87,8,1,280.16,145.32,0.249
195,3824,267.83,137.10,0.652,33.66,0.771,543,22.17,8,1,291.83,135.89,0.267
196,3866,269.72,136.66,0.656,33.03,0.785,560,21.66,9,1,296.98,133.54,0.276
197,3889,271.18,135.89,0.657,33.04,0.776,591,20.65,8,1,291.08,135.36,0.300
198,3922,273.02,135.28,0.660,32.87,0.800,591,22.28,8,1,291.39,127.34,0.321
199,3943,274.20,134.13,0.667,32.54,0.790,619,21.25,8,1,297.49,122.08,0.336
200,3938,275.24,133.26,0.661,32.91,0.787,590,21.94,8,1,294.95,120.25,0.343
201,3911,275.79,132.02,0.666,33.32,0.798,633,21.00,8,1,290.16,116.38,0.352
202,3957,276.77,130.95,0.662,32.65,0.793,663,21.75,8,1,289.40,114.35,0.359
203,3944,276.48,129.48,0.666,32.81,0.822,640,20.02,8,1,284.45,112.78,0.353
204,3936,276.57,128.48,0.665,32.88,0.823,633,20.99,8,1,282.72,110.22,0.353
205,3920,276.18,126.93,0.669,33.47,0.743,663,24.99,8,1,278.47,107.89,0.355
206,3921,275.61,125.77,0.664,33.51,0.768,632,22.80,8,1,274.48,106.15,0.356
207,3896,274.47,124.54,0.673,33.50,0.702,641,20.92,11,1,267.08,108.57,0.353
208,3836,272.42,123.98,0.687,34.02,0.703,640,23.19,11,1,264.06,104.64,0.341
209,3905,272.42,122.42,0.666,33.55,0.659,638,24.51,10,1,255.30,107.89,0.351
210,3928,270.95,121.69,0.666,32.92,0.647,626,22.82,9,1,249.29,107.62,0.348
211,3892,269.44,120.98,0.665,33.63,0.597,657,22.92,9,1,246.98,109.10,0.345
212,3867,267.52,120.45,0.671,33.88,0.605,644,23.58,9,1,242.29,108.89,0.338
213,3847,265.92,120.11,0.663,34.31,0.590,618,23.92,9,1,235.32,112.15,0.334
214,3822,263.95,120.09,0.660,34.38,0.591,627,22.11,9,1,232.22,115.87,0.325
215,3830,262.24,119.86,0.658,33.76,0.596,607,22.17,9,1,231.02,118.71,0.316
216,3777,260.63,120.10,0.652,34.71,0.655,594,20.80,9,1,229.11,129.88,0.305
217,3768,259.02,120.21,0.653,34.79,0.671,572,21.21,9,1,225.91,120.23,0.304
218,3790,257.17,120.37,0.656,34.62,0.537,586,21.03,9,1,224.64,123.48,0.301
219,3804,255.29,120.51,0.657,34.38,0.536,600,21.11,10,1,223.80,125.56,0.310
220,3814,253.04,121.03,0.656,34.11,0.486,595,22.63,11,1,222.26,126.42,0.312
221,3844,251.46,121.41,0.654,33.38,0.498,561,21.24,11,1,221.52,128.27,0.311
222,3822,249.97,122.04,0.651,34.33,0.796,574,19.84,13,1,221.84,131.77,0.311
223,3871,248.68,122.43,0.659,33.27,0.528,566,16.96,12,1,221.43,132.77,0.313
224,3876,247.24,123.17,0.659,33.46,0.797,579,18.06,11,1,223.44,135.94,0.305
225,3899,246.30,123.83,0.668,33.29,0.540,577,19.56,10,1,223.53,137.82,0.303
226,3897,244.94,124.69,0.665,33.26,0.789,582,17.04,9,1,224.87,139.72,0.287
227,3901,244.32,125.37,0.660,33.84,0.575,580,18.40,9,1,225.71,141.20,0.260
228,3888,243.67,126.21,0.662,33.82,0.587,559,16.60,8,1,226.57,142.41,0.235
229,3922,243.24,126.71,0.662,33.22,0.777,615,17.18,7,1,228.55,144.20,0.222
230,3879,243.56,127.63,0.669,33.54,0.781,616,15.10,6,1,230.64,145.68,0.169
231,3920,242.91,128.22,0.661,33.01,0.783,581,16.23,5,1,232.25,146.67,0.153
232,3897,242.84,129.09,0.662,33.49,0.768,562,13.39,4,1,233.56,147.99,0.134
233,3916,242.74,130.36,0.660,32.92,0.781,597,12.32,3,1,237.57,150.15,0.116
234,3855,243.41,130.22,0.668,33.98,0.779,571,15.02,2,1,237.94,149.91,0.072
235,3970,242.43,120.44,0.646,38.82,0.717,650,38.86,2,1,241.60,143.67,0.139
236,4052,237.94,107.90,0.646,46.52,0.627,673,40.04,2,1,245.56,138.36,0.188
237,4203,229.37,97.86,0.635,50.96,0.573,659,37.08,2,1,246.73,127.72,0.220
238,4443,218.77,92.17,0.595,54.76,0.407,789,41.36,2,1,246.52,119.82,0.269
239,5314,207.42,91.96,0.660,35.94,0.499,917,48.38,2,1,246.50,113.65,0.358
240,5202,195.04,98.06,0.630,4.27,0.181,866,47.66,1,1,248.53,120.13,0.328
241,5028,185.01,110.07,0.593,4.40,0.171,902,51.76,1,1,236.87,122.78,0.257
242,4864,180.02,122.65,0.570,4.54,0.236,876,53.43,1,1,225.98,127.05,0.144
243,4552,180.21,125.93,0.518,5.25,0.426,862,51.79,1,1,231.10,121.59,0.082
244,4520,182.77,124.80,0.504,5.38,0.782,812,55.40,27,1,253.35,107.98,0.009
245,4515,182.57,124.81,0.503,5.43,0.789,802,1.38,25,1,252.82,108.00,0.008
246,4524,182.39,124.84,0.505,5.26,0.783,765,1.78,24,1,252.25,108.10,0.006
247,4520,182.45,124.85,0.506,5.35,0.784,826,1.54,23,1,252.41,108.02,0.011
248,4539,182.65,124.85,0.510,5.22,0.762,821,2.81,23,1,247.60,109.11,0.013
249,4511,182.33,125.00,0.513,5.54,0.774,781,1.75,21,1,242.02,110.36,0.005
250,4523,182.38,125.00,0.512,5.11,0.773,811,3.69,20,1,248.02,109.19,0.007
251,4569,182.51,125.33,0.518,4.31,0.727,847,8.71,20,1,250.80,108.97,0.016
252,4565,182.66,125.24,0.522,4.84,0.752,798,12.83,16,1,250.52,108.98,0.001
253,4604,184.00,125.76,0.539,4.87,0.729,797,22.58,14,1,249.69,108.95,0.001
254,4628,185.63,126.20,0.559,4.95,0.695,872,23.85,14,1,249.55,108.93,0.013
255,4639,186.90,126.90,0.578,5.20,0.700,772,18.26,13,1,249.29,109.27,0.001
256,4657,187.23,127.73,0.590,5.24,0.637,751,12.39,13,1,248.94,109.38,0.013
257,4669,186.72,128.24,0.592,4.97,0.664,748,13.44,28,1,248.03,109.36,0.025
258,4673,186.13,129.09,0.591,5.20,0.490,806,16.32,27,1,248.53,109.52,0.052
259,4679,185.61,129.36,0.584,5.21,0.682,833,10.57,26,1,248.01,109.41,0.053
260,4701,185.03,129.56,0.584,4.72,0.695,762,10.47,25,1,247.59,109.54,0.053
261,4673,184.75,129.69,0.582,5.03,0.520,751,8.89,24,1,249.18,109.57,0.051
262,4658,184.59,129.69,0.576,5.28,0.729,800,8.16,23,1,248.27,109.42,0.036
263,4643,184.64,130.04,0.575,5.21,0.731,767,8.23,22,1,249.21,109.32,0.045
264,4637,184.85,130.15,0.568,5.50,0.724,837,8.22,21,1,249.81,109.19,0.037
265,4643,184.65,130.58,0.569,5.62,0.758,769,10.34,20,1,250.22,109.06,0.036
266,4645,184.37,131.04,0.565,5.23,0.759,763,10.06,19,1,250.29,108.87,0.040
267,4651,184.64,131.39,0.561,5.22,0.600,773,9.98,18,1,250.36,109.16,0.037
268,4615,184.36,131.84,0.557,5.48,0.773,746,9.42,17,1,250.59,109.26,0.036
269,4654,184.54,132.33,0.556,5.33,0.748,799,8.81,16,1,250.63,109.38,0.026
270,4657,184.12,132.73,0.553,5.18,0.759,755,8.73,15,1,250.75,109.41,0.045
271,4612,184.35,133.07,0.551,5.44,0.755,780,7.30,14,1,250.29,109.51,0.038
272,4582,184.13,133.30,0.551,5.54,0.769,784,6.93,13,1,250.69,109.98,0.038
273,4576,183.93,133.46,0.544,5.53,0.775,799,5.07,12,1,250.47,109.99,0.035
274,4571,184.05,133.68,0.553,5.60,0.775,789,4.01,11,1,250.79,110.04,0.033
275,4581,183.91,133.68,0.547,5.59,0.784,834,2.25,10,1,251.03,110.06,0.034
276,4585,183.82,133.70,0.547,5.61,0.770,810,0.96,9,1,251.03,110.06,0.035
277,4585,183.82,133.70,0.547,5.61,0.770,810,0.00,8,1,251.03,110.06,0.035
278,4585,183.82,133.70,0.547,5.61,0.770,810,0.00,7,1,251.03,110.06,0.035
279,4585,183.82,133.70,0.547,5.61,0.770,810,0.00,6,1,251.03,110.06,0.035
280,4585,183.82,133.70,0.547,5.61,0.770,810,0.00,5,1,251.03,110.06,0.035
281,4585,183.82,133.70,0.547,5.61,0.770,810,0.00,4,1,251.03,110.06,0.035
282,4585,183.82,133.70,0.547,5.61,0.770,810,0.00,3,1,251.03,110.06,0.035
283,4585,183.82,133.70,0.547,5.61,0.770,810,0.00,2,1,251.03,110.06,0.035
284,4585,183.82,133.70,0.547,5.61,0.770,810,0.00,1,1,251.03,110.06,0.035
